ts,data
1714166700001493,10.3263
1714166700005102,10.3263
1714166700009079,10.3263
1714166700013243,10.3263
1714166700018038,10.3263
1714166700021191,10.3263
1714166700025389,10.3263
1714166700028995,10.5559
1714166700033061,10.5559
1714166700037132,10.5559
1714166700041325,10.5559
1714166700044986,10.5559
1714166700049064,10.5559
1714166700053264,10.5559
1714166700056983,10.5559
1714166700061124,10.5559
1714166700067168,10.5559
1714166700071183,10.5559
1714166700076171,10.5559
1714166700082118,10.5559
1714166700085100,10.5559
1714166700089585,10.5559
1714166700093283,10.5559
1714166700097552,10.5559
1714166700101092,10.5559
1714166700105041,10.5559
1714166700109348,10.5559
1714166700113126,10.5559
1714166700117062,10.5559
1714166700120979,10.5559
1714166700125012,10.5559
1714166700133017,10.5559
1714166700137020,10.5559
1714166700141001,10.5559
1714166700145022,10.5559
1714166700150262,10.5559
1714166700152957,10.5559
1714166700156985,10.5559
1714166700162075,10.5559
1714166700165017,10.5559
1714166700168991,10.5559
1714166700173017,10.5559
1714166700177033,10.5559
1714166700181837,10.5559
1714166700187802,10.5559
1714166700190887,10.5559
1714166700198939,10.5559
1714166700202976,10.5559
1714166700209521,10.5559
1714166700213001,10.5559
1714166700217540,10.5559
1714166700226979,10.7113
1714166700233949,10.7113
1714166700236943,10.7113
1714166700240998,10.7113
1714166700245019,10.7113
1714166700252946,10.7113
1714166700259745,10.7113
1714166700264160,10.7113
1714166700266907,10.7113
1714166700270926,10.7113
1714166700274999,10.7113
1714166700278969,10.7113
1714166700284951,10.7113
1714166700293129,10.7113
1714166700296990,10.7113
1714166700300933,10.7113
1714166700304918,10.7113
1714166700308955,10.7113
1714166700312901,10.7113
1714166700316993,10.7113
1714166700320951,10.7113
1714166700325079,10.7113
1714166700329466,10.7113
1714166700332942,10.7113
1714166700336902,10.7113
1714166700341332,10.7113
1714166700345017,10.7113
1714166700348936,10.7113
1714166700353064,10.7113
1714166700356903,10.7113
1714166700361160,10.7113
1714166700365012,10.7113
1714166700368988,10.7113
1714166700372981,10.7113
1714166700376932,10.7113
1714166700380941,10.7113
1714166700384936,10.7113
1714166700388977,10.7113
1714166700392968,10.7113
1714166700396983,10.7113
1714166700400938,10.7113
1714166700405189,10.7113
1714166700408830,10.7113
1714166700412941,10.7113
1714166700416990,10.7113
1714166700421882,10.7113
1714166700425135,10.7113
1714166700428914,10.6869
1714166700438823,10.6869
1714166700442969,10.6869
1714166700446968,10.6869
1714166700454379,10.6869
1714166700456912,10.6869
1714166700460987,10.6869
1714166700464853,10.6869
1714166700469771,10.6869
1714166700472867,10.6869
1714166700476934,10.6869
1714166700480942,10.6869
1714166700484941,10.6869
1714166700488915,10.6869
1714166700492906,10.6869
1714166700496975,10.6869
1714166700500897,10.6869
1714166700504973,10.6869
1714166700508902,10.6869
1714166700516892,10.6869
1714166700520965,10.6869
1714166700524977,10.6869
1714166700529501,10.6869
1714166700532859,10.6869
1714166700536930,10.6869
1714166700541024,10.6869
1714166700545277,10.6869
1714166700549711,10.6869
1714166700553048,10.6869
1714166700557394,10.6869
1714166700561078,10.6869
1714166700565905,10.6869
1714166700569632,10.6869
1714166700573012,10.6869
1714166700576983,10.6869
1714166700581022,10.6869
1714166700585005,10.6869
1714166700593028,10.6869
1714166700600975,10.6869
1714166700604938,10.6869
1714166700608937,10.6869
1714166700613015,10.6869
1714166700617338,10.6869
1714166700620923,10.6869
1714166700624871,10.6869
1714166700628881,10.5393
1714166700632920,10.5393
1714166700637064,10.5393
1714166700644699,10.5393
1714166700648880,10.5393
1714166700653368,10.5393
1714166700658676,10.5393
1714166700663140,10.5393
1714166700670249,10.5393
1714166700672887,10.5393
1714166700676862,10.5393
1714166700681326,10.5393
1714166700684882,10.5393
1714166700688903,10.5393
1714166700694980,10.5393
1714166700698877,10.5393
1714166700702925,10.5393
1714166700708960,10.5393
1714166700712998,10.5393
1714166700716868,10.5393
1714166700720887,10.5393
1714166700724849,10.5393
1714166700728880,10.5393
1714166700732858,10.5393
1714166700736930,10.5393
1714166700741147,10.5393
1714166700744830,10.5393
1714166700748901,10.5393
1714166700752831,10.5393
1714166700756848,10.5393
1714166700760890,10.5393
1714166700768860,10.5393
1714166700772879,10.5393
1714166700776954,10.5393
1714166700780879,10.5393
1714166700784916,10.5393
1714166700789075,10.5393
1714166700793974,10.5393
1714166700796929,10.5393
1714166700800835,10.5393
1714166700804907,10.5393
1714166700808862,10.5393
1714166700812916,10.5393
1714166700820897,10.5393
1714166700824884,10.5393
1714166700828911,10.7052
1714166700832903,10.7052
1714166700836903,10.7052
1714166700840810,10.7052
1714166700844855,10.7052
1714166700849000,10.7052
1714166700852874,10.7052
1714166700856842,10.7052
1714166700860844,10.7052
1714166700864823,10.7052
1714166700868847,10.7052
1714166700874928,10.7052
1714166700880966,10.7052
1714166700885670,10.7052
1714166700888859,10.7052
1714166700892934,10.7052
1714166700896874,10.7052
1714166700900894,10.7052
1714166700904960,10.7052
1714166700908819,10.7052
1714166700912866,10.7052
1714166700918378,10.7052
1714166700923799,10.7052
1714166700927122,10.7052
1714166700930773,10.7052
1714166700934802,10.7052
1714166700938808,10.7052
1714166700943291,10.7052
1714166700946834,10.7052
1714166700950866,10.7052
1714166700954841,10.7052
1714166700959597,10.7052
1714166700962807,10.7052
1714166700968819,10.7052
1714166700972830,10.7052
1714166700976800,10.7052
1714166700980798,10.7052
1714166700984808,10.7052
1714166700988864,10.7052
1714166700992873,10.7052
1714166700998783,10.7052
1714166701002840,10.7052
1714166701006999,10.7052
1714166701010924,10.7052
1714166701014879,10.7052
1714166701018891,10.7052
1714166701023422,10.7052
1714166701026840,10.7052
1714166701030830,10.8424
1714166701034791,10.8424
1714166701038850,10.8424
1714166701042775,10.8424
1714166701046864,10.8424
1714166701050801,10.8424
1714166701054895,10.8424
1714166701060564,10.8424
1714166701064836,10.8424
1714166701068780,10.8424
1714166701072793,10.8424
1714166701076788,10.8424
1714166701088143,10.8424
1714166701092860,10.8424
1714166701096787,10.8424
1714166701101188,10.8424
1714166701104774,10.8424
1714166701108784,10.8424
1714166701112808,10.8424
1714166701116950,10.8424
1714166701121058,10.8424
1714166701127780,10.8424
1714166701130766,10.8424
1714166701134830,10.8424
1714166701138888,10.8424
1714166701144843,10.8424
1714166701154769,10.8424
1714166701156821,10.8424
1714166701160778,10.8424
1714166701165013,10.8424
1714166701169821,10.8424
1714166701176554,10.8424
1714166701180823,10.8424
1714166701188240,10.8424
1714166701190799,10.8424
1714166701194839,10.8424
1714166701199089,10.8424
1714166701202911,10.8424
1714166701206798,10.8424
1714166701211089,10.8424
1714166701214785,10.8424
1714166701218839,10.8424
1714166701223732,10.8424
1714166701226806,10.8424
1714166701230897,10.7329
1714166701235114,10.7329
1714166701238820,10.7329
1714166701243141,10.7329
1714166701246790,10.7329
1714166701250821,10.7329
1714166701256777,10.7329
1714166701260789,10.7329
1714166701264752,10.7329
1714166701268835,10.7329
1714166701272812,10.7329
1714166701277141,10.7329
1714166701282061,10.7329
1714166701284781,10.7329
1714166701288812,10.7329
1714166701294760,10.7329
1714166701299086,10.7329
1714166701302797,10.7329
1714166701306748,10.7329
1714166701310764,10.7329
1714166701314747,10.7329
1714166701318803,10.7329
1714166701322762,10.7329
1714166701326722,10.7329
1714166701330990,10.7329
1714166701334787,10.7329
1714166701338811,10.7329
1714166701342743,10.7329
1714166701346847,10.7329
1714166701350738,10.7329
1714166701354725,10.7329
1714166701358832,10.7329
1714166701366999,10.7329
1714166701370774,10.7329
1714166701374754,10.7329
1714166701378819,10.7329
1714166701382786,10.7329
1714166701386803,10.7329
1714166701390737,10.7329
1714166701394731,10.7329
1714166701398839,10.7329
1714166701402935,10.7329
1714166701406800,10.7329
1714166701410940,10.7329
1714166701414862,10.7329
1714166701419153,10.7329
1714166701422896,10.7329
1714166701426804,10.5249
1714166701434784,10.5249
1714166701438882,10.5249
1714166701442775,10.5249
1714166701446842,10.5249
1714166701450779,10.5249
1714166701454875,10.5249
1714166701461073,10.5249
1714166701466777,10.5249
1714166701470775,10.5249
1714166701476001,10.5249
1714166701478775,10.5249
1714166701482826,10.5249
1714166701486929,10.5249
1714166701490874,10.5249
1714166701497674,10.5249
1714166701500785,10.5249
1714166701504800,10.5249
1714166701511023,10.5249
1714166701514863,10.5249
1714166701518807,10.5249
1714166701523057,10.5249
1714166701526800,10.5249
1714166701530829,10.5249
1714166701537865,10.5249
1714166701541401,10.5249
1714166701544963,10.5249
1714166701548912,10.5249
1714166701554779,10.5249
1714166701558902,10.5249
1714166701563552,10.5249
1714166701566804,10.5249
1714166701570838,10.5249
1714166701574784,10.5249
1714166701579249,10.5249
1714166701585191,10.5249
1714166701588773,10.5249
1714166701592799,10.5249
1714166701597282,10.5249
1714166701600745,10.5249
1714166701604923,10.5249
1714166701608799,10.5249
1714166701613533,10.5249
1714166701616747,10.5249
1714166701620808,10.5249
1714166701624788,10.5249
1714166701628817,10.6737
1714166701632831,10.6737
1714166701636724,10.6737
1714166701640830,10.6737
