ts,t1,t2,stateByte,timeSinceBoot,relayStatusByte,timeSinceCalibration
1717880863975934,185501,168,4,1143784663,0,44664964
1717880864132956,186049,168,4,1143941658,0,44821959
1717880864294877,186543,168,4,1144103590,0,44983891
1717880864451676,186872,168,4,1144260434,0,45140735
1717880864603779,187201,168,4,1144412496,0,45292797
1717880864755738,187530,168,4,1144564450,0,45444751
1717880864907931,187749,168,4,1144716641,0,45596942
1717880865059779,187968,168,4,1144868536,0,45748837
1717880865212787,188188,168,4,1145021545,0,45901846
1717880865368787,188407,225,4,1145177545,0,46057846
1717880865468866,188517,225,4,1145277623,0,46157924
1717880865619765,188736,225,4,1145428524,0,46308825
1717880865776665,188901,225,4,1145585421,0,46465722
1717880865927676,189120,225,4,1145736434,0,46616735
1717880866079807,189284,225,4,1145888566,0,46768867
1717880866286962,189504,225,4,1146095665,0,46975966
1717880866440789,189723,225,4,1146249548,0,47129849
1717880866551169,189888,225,4,1146359887,0,47240188
1717880866704010,189997,225,4,1146512767,0,47393068
1717880866857147,190217,168,4,1146665889,0,47546190
1717880867010681,190381,168,4,1146819439,0,47699740
1717880867164696,190546,168,4,1146973455,0,47853756
1717880867321802,190655,225,4,1147130559,0,48010860
1717880867474884,190820,168,4,1147283642,0,48163943
1717880867628659,190984,168,4,1147437418,0,48317719
1717880867779676,191149,168,4,1147588434,0,48468735
1717880867932701,191258,168,4,1147741459,0,48621760
1717880868088839,191368,168,4,1147897545,0,48777846
1717880868191867,191478,168,4,1148000618,0,48880919
1717880868349676,191642,168,4,1148158434,0,49038735
1717880868501676,191752,168,4,1148310434,0,49190735
1717880868653659,191916,168,4,1148462418,0,49342719
1717880868804828,192026,168,4,1148613585,0,49493886
1717880868961698,192191,168,4,1148770455,0,49650756
1717880869113829,192355,168,4,1148922587,0,49802888
1717880869269676,192465,168,4,1149078434,0,49958735
1717880869375835,192520,168,4,1149184593,0,50064894
1717880869581786,192739,225,4,1149390544,0,50270845
1717880869733793,192849,168,4,1149542550,0,50422851
1717880869890157,193013,168,4,1149698912,0,50579213
1717880870043051,193123,168,4,1149851808,0,50732109
1717880870145431,193232,168,4,1149954138,0,50834439
1717880870298009,193342,225,4,1150106767,0,50987068
1717880870399162,193397,225,4,1150207892,0,51088193
1717880870553739,193507,225,4,1150362496,0,51242797
1717880870713813,193616,225,4,1150522571,0,51402872
1717880870869720,193781,225,4,1150678477,0,51558778
1717880871024847,193890,225,4,1150833559,0,51713860
1717880871181802,194000,225,4,1150990559,0,51870860
1717880871283958,194055,225,4,1151092676,0,51972977
1717880871436667,194165,225,4,1151245424,0,52125725
1717880871592682,194274,225,4,1151401441,0,52281742
1717880871743787,194384,225,4,1151552544,0,52432845
1717880871844661,194439,225,4,1151653419,0,52533720
1717880871996930,194548,225,4,1151805646,0,52685947
1717880872153804,194658,225,4,1151962561,0,52842862
1717880872305876,194768,225,4,1152114634,0,52994935
1717880872462733,194932,225,4,1152271444,0,53151745
1717880872620318,195042,225,4,1152429051,0,53309352
1717880872773138,195097,225,4,1152581888,0,53462189
1717880872926064,195261,225,4,1152734820,0,53615121
1717880873079310,195316,225,4,1152888037,0,53768338
1717880873231073,195426,225,4,1153039829,0,53920130
1717880873383116,195535,225,4,1153191867,0,54072168
1717880873535133,195590,281,4,1153343867,0,54224168
1717880873687717,195700,281,4,1153496474,0,54376775
1717880873844799,195810,281,4,1153653557,0,54533858
1717880873997682,195919,281,4,1153806439,0,54686740
1717880874152676,196029,281,4,1153961434,0,54841735
1717880874253720,196084,281,4,1154062478,0,54942779
1717880874406942,196139,337,4,1154215663,0,55095964
1717880874564803,196248,337,4,1154373560,0,55253861
1717880874721666,196358,337,4,1154530419,0,55410720
1717880874873694,196413,337,4,1154682452,0,55562753
1717880874974723,196522,337,4,1154783480,0,55663781
1717880875131659,196577,281,4,1154940418,0,55820719
1717880875284730,196632,281,4,1155093488,0,55973789
1717880875437664,196742,281,4,1155246422,0,56126723
1717880875539824,196797,337,4,1155348544,0,56228845
1717880875695664,196851,281,4,1155504422,0,56384723
1717880875847659,196961,281,4,1155656418,0,56536719
1717880876001659,197016,281,4,1155810418,0,56690719
1717880876101943,197071,281,4,1155910646,0,56790947
1717880876253796,197180,281,4,1156062553,0,56942854
1717880876410676,197235,281,4,1156219434,0,57099735
1717880876512740,197290,281,40,1156321492,64,57201793
1717880876665833,197345,281,40,1156474585,64,57354886
1717880876819172,197455,281,40,1156627923,64,57508224
1717880876972182,197509,281,40,1156780895,64,57661196
1717880877125165,197674,281,40,1156933892,64,57814193
1717880877278153,197729,337,40,1157086898,64,57967199
1717880877380823,197784,337,40,1157189569,64,58069870
1717880877534816,197838,337,40,1157343569,64,58223870
1717880877695811,197948,337,40,1157504563,64,58384864
1717880877854001,198003,337,40,1157662710,64,58543011
1717880877955769,198058,337,40,1157764503,64,58644804
1717880878107681,198113,281,40,1157916434,64,58796735
1717880878261681,198167,281,40,1158070434,64,58950735
1717880878414674,198277,281,40,1158223420,64,59103721
1717880878516772,198332,281,40,1158325488,64,59205789
1717880878672985,198387,281,40,1158481677,64,59361978
1717880878825666,198442,281,40,1158634420,64,59514721
1717880878979690,198496,281,40,1158788419,64,59668720
1717880879132805,198551,281,40,1158941557,64,59821858
1717880879284814,198606,225,40,1159093567,64,59973868
1717880879437872,198661,225,40,1159246580,64,60126881
1717880879540819,198771,225,40,1159349572,64,60229873
1717880879693777,198825,225,40,1159502529,64,60382830
1717880879848810,198880,225,40,1159657562,64,60537863
1717880879955284,198935,225,40,1159764031,64,60644332
1717880880108214,199045,225,40,1159916950,64,60797251
1717880880261093,199100,225,40,1160069836,64,60950137
1717880880414165,199154,225,40,1160222893,64,61103194
1717880880567678,199209,225,40,1160376432,64,61256733
1717880880722705,199264,225,40,1160531458,64,61411759
1717880880824976,199264,225,40,1160633680,64,61513981
1717880880928770,199374,225,40,1160737493,64,61617794
1717880881081665,199374,225,40,1160890419,64,61770720
1717880881235666,199483,225,40,1161044419,64,61924720
1717880881388681,199538,281,40,1161197434,64,62077735
1717880881542665,199593,281,40,1161351419,64,62231720
1717880881696670,199648,281,40,1161505420,64,62385721
1717880881851681,199703,281,40,1161660434,64,62540735
1717880881953887,199703,281,40,1161762602,64,62642903
1717880882106770,199812,281,40,1161915494,64,62795795
1717880882259749,199867,281,40,1162068501,64,62948802
1717880882411681,199867,281,40,1162220434,64,63100735
1717880882564670,199977,281,40,1162373423,64,63253724
1717880882666816,199977,281,40,1162475570,64,63355871
1717880882824675,200032,281,40,1162633420,64,63513721
1717880882927009,200087,281,40,1162735706,64,63616007
1717880883082761,200141,281,40,1162891514,64,63771815
1717880883236665,200196,281,40,1163045419,64,63925720
1717880883337825,200251,225,40,1163146576,64,64026877
1717880883490772,200306,225,40,1163299525,64,64179826
1717880883648038,200361,281,40,1163456782,64,64337083
1717880883750232,200361,225,40,1163558983,64,64439284
1717880883903181,200416,225,40,1163711890,64,64592191
1717880884056186,200525,281,40,1163864894,64,64745195
1717880884208817,200580,281,40,1164017511,64,64897812
1717880884363678,200580,281,40,1164172432,64,65052733
1717880884520750,200635,281,40,1164329504,64,65209805
1717880884674669,200690,281,40,1164483420,64,65363721
1717880884776934,200745,281,40,1164585671,64,65465972
1717880884929665,200799,281,40,1164738419,64,65618720
1717880885081671,200799,281,40,1164890420,64,65770721
1717880885234738,200854,281,40,1165043490,64,65923791
1717880885341681,200909,281,40,1165150434,64,66030735
1717880885499814,200964,281,40,1165308566,64,66188867
1717880885657681,201019,281,40,1165466434,64,66346735
1717880885810805,201074,281,40,1165619557,64,66499858
1717880885964670,201128,281,40,1165773420,64,66653721
1717880886066938,201128,281,40,1165875663,64,66755964
1717880886220665,201183,281,40,1166029419,64,66909720
1717880886372781,201183,281,40,1166181533,64,67061834
1717880886575821,201293,281,40,1166384573,64,67264874
1717880886734160,201348,281,40,1166542912,64,67423213
1717880886836356,201348,281,40,1166645106,64,67525407
1717880886989012,201403,281,40,1166797765,64,67678066
1717880887142187,201457,281,40,1166950899,64,67831200
1717880887294740,201512,281,40,1167103490,64,67983791
1717880887446016,201512,281,40,1167254769,64,68135070
1717880887599687,201567,281,40,1167408441,64,68288742
1717880887702837,201622,281,40,1167511576,64,68391877
1717880887856980,201677,281,40,1167665685,64,68545986
1717880888009665,201732,281,40,1167818418,64,68698719
1717880888163813,201732,281,40,1167972562,64,68852863
1717880888316665,201786,281,40,1168125419,64,69005720
1717880888469808,201841,281,40,1168278561,64,69158862
1717880888623819,201841,281,40,1168432571,64,69312872
1717880888725813,201896,281,40,1168534566,64,69414867
1717880888879748,201951,225,40,1168688501,64,69568802
1717880889036685,201951,225,40,1168845439,64,69725740
1717880889189813,202006,225,40,1168998565,64,69878866
1717880889342681,202006,225,40,1169151434,64,70031735
1717880889495866,202061,225,40,1169304562,64,70184863
1717880889649812,202115,225,40,1169458565,64,70338866
1717880889759776,202115,225,40,1169568529,64,70448830
1717880889913678,202170,225,40,1169722432,64,70602733
1717880890066813,202225,281,40,1169875566,64,70755867
1717880890168755,202225,281,40,1169977474,64,70857775
1717880890372670,202280,281,40,1170181420,64,71061721
1717880890523807,202335,281,40,1170332560,64,71212861
1717880890675814,202390,281,40,1170484566,64,71364867
1717880890833400,202444,281,40,1170642109,64,71522410
1717880890986070,202444,281,40,1170794821,64,71675122
1717880891139822,202499,281,40,1170948575,64,71828876
1717880891300665,202499,281,40,1171109418,64,71989719
1717880891457748,202554,225,40,1171266501,64,72146802
1717880891614819,202609,225,40,1171423569,64,72303870
1717880891717988,202609,225,40,1171526685,64,72406986
1717880891870985,202664,225,40,1171679694,64,72559995
1717880892024820,202664,225,40,1171833570,64,72713871
1717880892177898,202719,281,40,1171986608,64,72866909
1717880892280975,202719,225,40,1172089698,64,72969999
1717880892432715,202773,225,40,1172241467,64,73121768
1717880892589682,202773,225,40,1172398434,64,73278735
1717880892742842,202828,225,40,1172551594,64,73431895
1717880892894681,202883,281,40,1172703434,64,73583735
1717880893046828,202883,281,40,1172855581,64,73735882
1717880893204709,202938,225,40,1173013463,64,73893764
1717880893357821,202993,225,40,1173166573,64,74046874
1717880893459707,202993,281,40,1173268461,64,74148762
1717880893613335,203048,225,40,1173422035,64,74302336
1717880893766167,203048,225,40,1173574919,64,74455220
1717880893868194,203102,281,40,1173676915,64,74557216
1717880894072251,203157,281,40,1173880944,64,74761245
1717880894174394,203157,281,40,1173983105,64,74863406
1717880894327687,203157,225,40,1174136441,64,75016742
1717880894484960,203212,281,40,1174293666,64,75173967
1717880894639809,203212,281,40,1174448562,64,75328863
1717880894741854,203267,225,40,1174550547,64,75430848
1717880894894667,203267,225,40,1174703419,64,75583720
1717880895047821,203322,225,40,1174856571,64,75736872
1717880895199681,203377,225,40,1175008434,64,75888735
1717880895352681,203377,225,40,1175161434,64,76041735
1717880895506705,203377,225,40,1175315458,64,76195759
1717880895660709,203431,225,40,1175469461,64,76349762
1717880895812681,203431,225,40,1175621434,64,76501735
1717880895968814,203486,225,40,1175777567,64,76657868
1717880896070775,203486,225,40,1175879513,64,76759814
1717880896228666,203541,225,40,1176037419,64,76917720
1717880896380809,203541,225,40,1176189562,64,77069863
1717880896533669,203596,225,40,1176342420,64,77222721
1717880896687821,203651,225,40,1176496574,64,77376875
1717880896793934,203651,225,40,1176602648,64,77482949
1717880896947735,203651,225,40,1176756487,64,77636788
1717880897150681,203651,225,40,1176959434,64,77839735
1717880897303860,203706,225,40,1177112566,64,77992867
1717880897407348,203760,225,40,1177216098,64,78096399
1717880897560093,203760,225,40,1177368838,64,78249139
1717880897713065,203760,225,40,1177521817,64,78402118
1717880897866029,203815,168,40,1177674780,64,78555081
1717880898020686,203870,168,40,1177829440,64,78709741
1717880898122996,203870,168,40,1177931691,64,78811992
1717880898280665,203925,168,40,1178089418,64,78969719
1717880898438693,203870,225,40,1178247446,64,79127747
1717880898588822,203925,225,40,1178397575,64,79277876
1717880898741741,203925,225,40,1178550493,64,79430794
1717880898842892,203980,225,40,1178651611,64,79531912
1717880899046720,203980,225,40,1178855472,64,79735773
1717880899147816,203980,225,40,1178956527,64,79836828
1717880899300666,204035,225,40,1179109419,64,79989720
1717880899457812,204089,281,40,1179266565,64,80146866
1717880899615819,204089,281,40,1179424572,64,80304873
1717880899717985,204089,281,40,1179526698,64,80406999
1717880899871812,204089,281,40,1179680565,64,80560866
1717880900025813,204144,281,40,1179834565,64,80714866
1717880900178667,204144,281,40,1179987421,64,80867722
1717880900335681,204199,281,40,1180144434,64,81024735
1717880900489827,204199,281,40,1180298571,64,81178872
1717880900647086,204254,281,40,1180455829,64,81336130
1717880900800097,204254,281,40,1180608835,64,81489136
1717880900902989,204254,281,40,1180711690,64,81591991
1717880901060703,204309,281,40,1180869457,64,81749758
1717880901216665,204309,281,40,1181025419,64,81905720
1717880901368863,204364,281,40,1181177569,64,82057870
1717880901471745,204309,281,40,1181280497,64,82160798
1717880901628681,204364,281,40,1181437434,64,82317735
1717880901780861,204418,281,40,1181589567,64,82469868
1717880901938812,204418,225,40,1181747564,64,82627865
1717880902092804,204418,225,40,1181901556,64,82781857
1717880902194975,204473,225,40,1182003687,64,82883988
1717880902346914,204473,225,40,1182155635,64,83035936
1717880902499681,204528,225,40,1182308434,64,83188735
1717880902653711,204473,225,40,1182462463,68,83342764
1717880902805676,204144,225,40,1182614422,68,83494723
1717880902959811,203486,225,40,1182768563,68,83648864
1717880903065914,202993,225,40,1182874666,68,83754967
1717880903220665,202335,225,40,1183029419,68,83909720
1717880903372673,201677,225,40,1183181420,68,84061721
1717880903474846,201183,225,40,1183283598,68,84163899
1717880903677811,200251,225,40,1183486564,68,84366865
1717880903835040,199374,225,40,1183643780,68,84524081
1717880903988675,198716,225,40,1183797429,68,84677730
1717880904090821,198277,225,40,1183899573,68,84779874
1717880904244817,197619,225,40,1184053569,68,84933870
1717880904402681,196961,281,40,1184211434,68,85091735
1717880904556720,196358,281,40,1184365474,68,85245775
1717880904662741,195864,281,40,1184471494,68,85351795
1717880904820954,195261,281,40,1184629656,68,85509957
1717880904977747,194603,281,40,1184786500,68,85666801
1717880905131733,194000,281,40,1184940446,68,85820747
1717880905234963,193507,281,40,1185043670,68,85923971
1717880905439821,192684,281,40,1185248573,68,86128874
1717880905591809,192026,281,40,1185400562,68,86280863
1717880905692824,191642,281,40,1185501577,68,86381878
1717880905846815,191039,281,40,1185655568,68,86535869
1717880905999674,190381,281,40,1185808428,68,86688729
1717880906152673,189778,225,40,1185961427,68,86841728
1717880906306823,189120,281,40,1186115571,68,86995872
1717880906408892,188736,281,40,1186217582,68,87097883
1717880906563443,187914,281,40,1186372137,68,87252438
1717880906716012,187256,281,40,1186524765,68,87405066
1717880906869156,186707,281,40,1186677907,68,87558208
1717880907022030,186104,281,40,1186830774,68,87711075
1717880907179820,185501,281,40,1186988571,68,87868872
1717880907281959,185062,281,40,1187090666,68,87970967
1717880907433875,184459,281,40,1187242628,68,88122929
1717880907536969,184130,281,40,1187345676,68,88225977
1717880907689945,183472,281,40,1187498672,68,88378973
1717880907844819,182869,281,40,1187653567,68,88533868
1717880908001813,182266,281,40,1187810566,68,88690867
1717880908103736,181937,281,40,1187912489,68,88792790
1717880908257812,181334,281,40,1188066565,68,88946866
1717880908359985,180950,281,40,1188168694,68,89048995
1717880908513813,180347,281,40,1188322566,68,89202867
1717880908669826,179853,281,40,1188478578,68,89358879
1717880908827949,179250,281,40,1188636668,68,89516969
1717880908984681,178647,281,40,1188793434,68,89673735
1717880909136761,178098,281,40,1188945514,68,89825815
1717880909289852,177495,281,40,1189098558,68,89978859
1717880909449137,176782,281,40,1189257863,68,90138164
1717880909602135,176234,281,40,1189410865,68,90291166
1717880909809907,175521,225,40,1189618615,68,90498916
1717880909967789,174973,225,40,1189776479,68,90656780
1717880910120823,174370,225,40,1189929571,68,90809872
1717880910272817,173821,225,40,1190081570,68,90961871
1717880910430681,173273,281,40,1190239434,68,91119735
1717880910531822,172889,281,40,1190340575,68,91220876
1717880910683815,172396,281,40,1190492567,68,91372868
1717880910836681,171847,281,40,1190645434,68,91525735
1717880910991821,171299,225,40,1190800573,68,91680874
1717880911093971,170970,281,40,1190902674,68,91782975
1717880911300681,170202,281,40,1191109434,68,91989735
1717880911406807,169928,281,40,1191215559,68,92095860
1717880911560812,169380,281,40,1191369565,68,92249866
1717880911717682,168832,281,40,1191526434,68,92406735
1717880911874180,168119,281,40,1191682895,68,92563196
1717880911976434,167845,281,40,1191785146,68,92665447
1717880912129188,167296,281,40,1191937900,68,92818201
1717880912282009,166748,281,40,1192090761,68,92971062
1717880912434827,166254,225,40,1192243526,68,93123827
1717880912541775,165925,225,40,1192350495,68,93230796
1717880912697681,165432,225,40,1192506434,64,93386735
1717880912850681,164938,225,40,1192659434,64,93539735
1717880913007701,164664,225,40,1192816454,64,93696755
1717880913108739,164609,281,40,1192917492,64,93797793
1717880913260747,164664,281,40,1193069500,64,93949801
1717880913412812,164664,281,40,1193221564,64,94101865
1717880913514741,164774,281,40,1193323494,64,94203795
1717880913667933,164829,281,40,1193476643,64,94356944
1717880913820716,164884,281,40,1193629470,64,94509771
1717880913972813,164938,281,40,1193781562,64,94661863
1717880914075962,164993,281,40,1193884671,64,94764972
1717880914229682,164993,281,40,1194038434,64,94918735
1717880914381922,165048,281,40,1194190641,64,95070942
1717880914533703,165103,281,40,1194342457,64,95222758
1717880914736712,165158,281,40,1194545464,64,95425765
1717880914837736,165213,281,40,1194646489,64,95526790
1717880914991665,165267,281,40,1194800418,64,95680719
1717880915145669,165322,281,40,1194954420,64,95834721
1717880915247886,165377,281,40,1195056634,64,95936935
1717880915404950,165377,281,40,1195213680,64,96093981
1717880915557681,165432,337,40,1195366434,64,96246735
1717880915709665,165487,337,40,1195518419,64,96398720
1717880915865821,165542,337,40,1195674572,64,96554873
1717880915967938,165596,337,40,1195776643,64,96656944
1717880916122038,165651,337,40,1195930789,64,96811090
1717880916275172,165761,337,40,1196083893,64,96964194
1717880916428067,165761,337,40,1196236819,64,97117120
1717880916581104,165816,337,40,1196389847,64,97270148
1717880916733774,165871,281,40,1196542495,64,97422796
1717880916835182,165871,281,40,1196643911,64,97524212
1717880916996681,165925,281,40,1196805434,64,97685735
1717880917152809,165980,281,40,1196961562,64,97841863
1717880917305674,166035,281,40,1197114420,64,97994721
1717880917408739,166035,281,40,1197217492,64,98097793
1717880917562956,166090,281,40,1197371674,64,98251975
1717880917716815,166145,281,40,1197525568,64,98405869
1717880917919813,166200,281,40,1197728565,64,98608866
1717880918072814,166254,281,40,1197881566,64,98761867
1717880918173976,166254,281,40,1197982676,64,98862977
1717880918382814,166309,337,40,1198191567,64,99071868
1717880918535681,166364,337,40,1198344434,64,99224735
1717880918688746,166419,337,40,1198497500,0,99377801
1717880918842693,166474,281,40,1198651443,0,99531744
1717880918944816,166474,281,40,1198753568,0,99633869
1717880919097972,166583,281,40,1198906679,0,99786980
1717880919251670,166583,281,40,1199060424,0,99940725
1717880919408735,166638,281,40,1199217489,0,100097790
1717880919565014,166693,281,40,1199373765,0,100254066
1717880919718040,166693,281,40,1199526782,0,100407083
1717880919871700,166748,281,40,1199680446,0,100560747
1717880920029821,166803,281,40,1199838574,0,100718875
1717880920131978,166803,281,40,1199940697,0,100820998
1717880920284797,166858,281,40,1200093533,0,100973834
1717880920440952,166912,281,40,1200249656,0,101129957
1717880920543742,166967,281,40,1200352495,0,101232796
1717880920695698,166967,281,40,1200504451,0,101384752
1717880920848786,166967,281,40,1200657538,0,101537839
1717880921002847,167022,281,40,1200811566,0,101691867
1717880921155672,167132,281,40,1200964425,0,101844726
1717880921258723,167077,281,40,1201067477,0,101947778
1717880921415703,167132,281,40,1201224457,0,102104758
1717880921619722,167132,281,40,1201428474,0,102308775
1717880921772681,167241,281,40,1201581435,0,102461736
1717880921926763,167241,281,40,1201735516,0,102615817
1717880922078738,167296,281,40,1201887490,0,102767791
1717880922232681,167296,281,40,1202041435,0,102921736
1717880922386672,167351,281,40,1202195420,0,103075721
1717880922488756,167351,281,40,1202297509,0,103177810
1717880922640004,167406,281,40,1202448695,0,103328996
1717880922791965,167461,281,40,1202600670,0,103480971
1717880922996673,167461,281,40,1202805421,64,103685722
1717880923148816,167516,281,40,1202957569,64,103837870
1717880923249816,167570,281,40,1203058570,64,103938871
1717880923402991,167570,281,40,1203211707,64,104092008
1717880923561174,167625,281,40,1203369892,64,104250193
1717880923714054,167625,281,40,1203522807,64,104403108
1717880923815793,167680,281,40,1203624522,64,104504823
1717880923972904,167680,281,40,1203781657,64,104661958
1717880924126811,167735,281,40,1203935563,64,104815864
1717880924229942,167735,281,40,1204038650,64,104918951
1717880924382931,167790,281,40,1204191642,64,105071943
1717880924536741,167845,281,40,1204345494,64,105225795
1717880924689815,167845,281,40,1204498568,64,105378869
1717880924841735,167899,281,40,1204650488,64,105530789
1717880924994709,167899,281,40,1204803425,64,105683726
1717880925146902,167954,281,40,1204955632,64,105835933
1717880925299746,167954,281,40,1205108500,64,105988801
1717880925452748,168009,281,40,1205261501,64,106141802
1717880925603820,168009,281,40,1205412569,64,106292870
1717880925705735,168009,281,40,1205514488,64,106394789
1717880925857702,168064,281,40,1205666455,64,106546756
1717880926013681,168064,281,40,1205822434,64,106702735
1717880926170683,168119,281,40,1205979436,64,106859737
1717880926322811,168174,281,40,1206131564,64,107011865
1717880926424747,168174,281,40,1206233500,64,107113801
1717880926578704,168228,281,40,1206387458,64,107267759
1717880926732681,168228,281,40,1206541434,64,107421735
1717880926885947,168283,281,40,1206694680,64,107574981
1717880927044809,168228,281,40,1206853562,64,107733863
1717880927196665,168338,281,40,1207005419,64,107885720
1717880927350713,168338,225,40,1207159466,64,108039767
1717880927453161,168393,225,40,1207261876,64,108142177
1717880927606026,168393,225,40,1207414780,64,108295081
1717880927708431,168393,225,40,1207517120,64,108397421
1717880927912009,168393,225,40,1207720761,64,108601062
1717880928064670,168448,225,40,1207873424,64,108753725
1717880928221824,168448,281,40,1208030573,64,108910874
1717880928373750,168503,225,40,1208182497,64,109062798
1717880928475673,168557,225,40,1208284426,64,109164727
1717880928628665,168557,225,40,1208437418,64,109317719
1717880928785681,168557,225,40,1208594434,64,109474735
1717880928937750,168612,225,40,1208746502,64,109626803
1717880929095696,168612,281,40,1208904450,64,109784751
1717880929248681,168667,281,40,1209057434,64,109937735
1717880929401816,168667,281,40,1209210569,64,110090870
1717880929503947,168612,281,40,1209312658,64,110192959
1717880929657703,168667,225,40,1209466457,64,110346758
1717880929810852,168722,225,40,1209619604,64,110499905
1717880929968710,168722,225,40,1209777464,64,110657765
1717880930121665,168777,225,40,1209930419,64,110810720
1717880930274681,168777,225,40,1210083434,64,110963735
1717880930376768,168777,225,40,1210185489,64,111065790
1717880930529845,168777,281,40,1210338538,64,111218839
1717880930683004,168832,225,40,1210491710,64,111372011
1717880930835816,168886,225,40,1210644568,64,111524869
1717880930987748,168886,225,40,1210796501,64,111676802
1717880931145039,168886,281,40,1210953786,64,111834087
1717880931298153,168941,225,40,1211106903,64,111987204
1717880931400063,168996,225,40,1211208816,64,112089117
1717880931553388,168996,225,40,1211362094,64,112242395
1717880931706273,168941,225,40,1211515019,64,112395320
1717880931860687,169051,225,40,1211669441,64,112549742
1717880932013820,169051,225,40,1211822571,64,112702872
1717880932166814,169051,225,40,1211975566,64,112855867
1717880932323870,169051,281,40,1212132565,64,113012866
1717880932426718,169106,281,40,1212235470,64,113115771
1717880932578667,169106,281,40,1212387420,64,113267721
1717880932731681,169106,281,40,1212540434,64,113420735
1717880932883726,169106,281,40,1212692479,64,113572780
1717880933036814,169161,281,40,1212845566,64,113725867
1717880933189673,169215,225,40,1212998422,64,113878723
1717880933346937,169215,281,40,1213155647,64,114035948
1717880933449988,169215,281,40,1213258697,64,114138998
1717880933601749,169215,281,40,1213410502,64,114290803
1717880933805665,169270,281,40,1213614419,64,114494720
1717880933958681,169270,225,40,1213767434,64,114647735
1717880934111740,169270,225,40,1213920492,64,114800793
1717880934213818,169325,225,40,1214022570,64,114902871
1717880934365916,169325,225,40,1214174668,64,115054969
1717880934518679,169325,225,40,1214327432,64,115207733
1717880934671779,169380,225,40,1214480531,64,115360832
1717880934824821,169380,225,40,1214633573,64,115513874
1717880934926811,169380,225,40,1214735564,64,115615865
1717880935083907,169435,225,40,1214892613,64,115772914
1717880935186975,169435,225,40,1214995709,64,115876010
1717880935345064,169380,225,40,1215153818,64,116034119
1717880935498084,169435,225,40,1215306829,64,116187130
1717880935651016,169435,225,40,1215459768,64,116340069
1717880935804167,169490,225,40,1215612919,64,116493220
1717880935907824,169490,225,40,1215716576,64,116596877
1717880936068682,169544,225,40,1215877436,64,116757737
1717880936222686,169490,225,40,1216031439,64,116911740
1717880936380733,169544,225,40,1216189458,64,117069759
1717880936533678,169544,225,40,1216342432,64,117222733
1717880936685681,169544,225,40,1216494434,64,117374735
1717880936841817,169599,225,40,1216650568,64,117530869
1717880936998671,169599,168,40,1216807420,64,117687721
1717880937151813,169654,225,40,1216960566,64,117840867
1717880937257672,169599,225,40,1217066425,64,117946726
1717880937409741,169654,225,40,1217218494,64,118098795
1717880937560734,169654,225,40,1217369487,64,118249788
1717880937712681,169599,225,40,1217521434,64,118401735
1717880937866809,169709,225,40,1217675562,64,118555863
1717880938018677,169654,225,40,1217827431,64,118707732
1717880938171666,169709,225,40,1217980419,64,118860720
1717880938324665,169709,225,40,1218133419,64,119013720
1717880938478822,169709,225,40,1218287575,64,119167876
1717880938585014,169764,225,40,1218393766,64,119274067
1717880938738685,169764,225,40,1218547438,64,119427739
1717880938892740,169819,225,40,1218701492,64,119581793
1717880938994816,169764,225,40,1218803568,64,119683869
1717880939147748,169819,225,40,1218956501,64,119836802
1717880939300816,169819,225,40,1219109568,64,119989869
1717880939401923,169819,225,40,1219210664,64,120090965
1717880939555756,169819,225,40,1219364494,64,120244795
1717880939711710,169819,225,40,1219520462,64,120400763
1717880939864813,169873,225,40,1219673566,64,120553867
1717880940017831,169873,225,40,1219826535,64,120706836
1717880940172822,169873,281,40,1219981575,64,120861876
1717880940324668,169928,281,40,1220133420,64,121013721
1717880940476816,169928,281,40,1220285568,64,121165869
1717880940629719,169983,281,40,1220438465,64,121318766
1717880940735977,169928,281,40,1220544679,64,121424980
1717880940890804,169983,281,40,1220699556,64,121579857
1717880941043665,169983,281,40,1220852418,64,121732719
1717880941195815,169983,281,40,1221004567,64,121884868
1717880941348821,169983,281,40,1221157573,64,122037874
1717880941454812,169983,281,40,1221263565,64,122143866
1717880941611739,170038,281,40,1221420492,64,122300793
1717880941764682,170038,281,40,1221573436,64,122453737
1717880941917820,169983,281,40,1221726572,64,122606873
1717880942070706,170038,281,40,1221879459,64,122759760
1717880942224013,170038,281,40,1222032766,64,122913067
1717880942377017,170093,281,40,1222185770,64,123066071
1717880942530026,170093,281,40,1222338778,64,123219079
1717880942683161,170093,281,40,1222491898,64,123372199
1717880942838762,170093,281,40,1222647514,64,123527815
1717880942940995,170093,281,40,1222749696,64,123629997
1717880943095822,170093,281,40,1222904517,64,123784818
1717880943249912,170148,281,40,1223058623,64,123938924
1717880943352813,170148,281,40,1223161566,64,124041867
1717880943505710,170148,281,40,1223314464,64,124194765
1717880943657973,170148,281,40,1223466695,64,124346996
1717880943760977,170148,281,40,1223569682,64,124449983
1717880943913824,170202,281,40,1223722568,64,124602869
1717880944068665,170202,281,40,1223877419,64,124757720
1717880944221671,170202,281,40,1224030420,64,124910721
1717880944375810,170202,225,40,1224184562,64,125064863
1717880944528721,170202,281,40,1224337474,64,125217775
1717880944630734,170257,225,40,1224439486,0,125319787
1717880944782677,170202,281,40,1224591431,0,125471732
1717880944939780,170202,225,40,1224748532,0,125628833
1717880945093766,170257,225,40,1224902520,0,125782821
1717880945244814,170312,225,40,1225053567,0,125933868
